"fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","Index.1","Index.2","Index.3","Index.4","Index.5","Index.6","Index.7","Index.8","Index.9","Index.10","Index.11","Index.12","Index.13","Index.14","Index.15","Index.16","Index.17","Index.18","Index.19","Index.20","quality"
8,0.25,0.49,9,0.044,31,185,0.998,3.34,0.49,10,-0.937227551319215,0.105422091558747,-0.457725036216951,-1.04815370749868,-0.0022609557593448,-0.0681604395684058,-1.98111855212088,0.0195736039161362,-0.611362388190831,-0.634380048674993,-0.106886939117538,-0.308262912782738,0.0528685037941612,-0.353435841759732,-0.46930743033853,0.0431258790442853,0.123151314135337,-0.284052493434616,1.1302180423849,0.993918704161297,6
7.3,0.24,0.34,15.4,0.05,38,174,0.9983,3.03,0.42,9,1.05782862580321,1.82769328797491,0.628640158290965,-1.01828299881934,1.23824579821437,1.1090088805418,-0.532976420972903,-0.122423759184008,-0.434781217539305,-1.81697045291263,0.404278849179061,0.0130141859465308,0.427661622729714,-0.242333454508079,-0.371466798139611,1.69184817260562,-0.665303481734795,-0.449834562702409,-0.761567897346479,-1.71316314022354,6
7.4,0.21,0.8,12.3,0.038,77,183,0.99778,2.95,0.48,9,0.144311268604921,-1.1393503191388,0.626505133695579,0.793418359506871,1.11731739848514,1.52887444886396,1.37364218610557,-0.930661985806083,-0.0581004776933388,-1.55489233429379,0.946318631022584,-1.04220306491649,0.274615386200572,-0.718389454356399,-0.825608275491772,-0.0920995945296051,1.41055460938078,0.64744803271338,0.950473374567564,-0.749178576604589,5
8,0.55,0.42,12.6,0.211,37,213,0.9988,2.99,0.56,9.3,-0.945816637664805,0.0996336986796635,0.444473800910846,-0.0912308280924541,-0.571835369629688,0.168034319371014,0.127039663781795,1.91765287476811,1.34647273892239,0.199675769420297,-0.199337933565555,-1.30650263649896,-0.038628666981362,-0.332103657146313,-1.39663905218691,0.128735774889873,-0.555718129667369,-1.39931687608268,0.309124859060195,-0.816212526798073,5
7.8,0.16,0.41,1.7,0.026,29,140,0.991,3.02,0.78,12.5,-1.40286105791054,-1.5769485838477,-0.272721295816004,0.949257184563399,-0.229589461868902,1.37655613656554,-0.849029036775927,-0.0939935742996458,-0.35555394229776,-0.879231147400925,0.04773997753209,0.755403635888,-1.85082720275587,0.146856376811938,-1.06833950998198,2.09321504683019,-1.20657586432512,-0.018446191375697,0.288482234771278,-0.622857765266828,6
5.8,0.32,0.31,2.7,0.049,25,153,0.99067,3.44,0.73,12.2,0.533825100806102,-0.693271513228789,1.06490799915627,-1.26179286999605,-0.882674889721446,-0.453970521189286,-1.87454749673041,-0.258259462935032,0.169529806636316,-0.195838441526495,-1.35393203569862,0.889268098992225,0.365865546915211,0.324912592403375,-0.125530888002752,1.01886736295135,0.0781896308752703,-0.16296535761401,-0.0633932299635129,-0.604643229388794,7
6.9,0.39,0.4,4.6,0.022,5,19,0.9915,3.31,0.37,12.6,-0.826458603842243,-1.12474159860825,2.05907453107219,-1.26095939467424,-1.01251717713282,-1.05977034730185,-0.787245816927813,0.0509363101080874,-0.305961415700205,1.0186302053989,0.615467069430834,-0.24670429341852,0.769801510426644,-1.29681615054644,-1.77745679047084,0.349872456385349,0.881884028366156,0.525740061242591,-0.28623648062845,-0.175333293401589,3
6.7,0.2,0.42,14,0.038,83,160,0.9987,3.16,0.5,9.4,0.148838802060993,2.14210262394018,0.33338959132263,-0.645633770690303,0.164193993839728,0.58387986747476,-0.603315137606306,-0.583756593013174,-0.275759609571085,-1.55384986341791,1.12055656187156,0.501481763301576,-0.412007179527052,-1.29462286509533,-0.0138212862958297,-0.16880350736916,2.45876552360324,0.598982592001939,-0.97259987532263,-0.258190663149453,6
6.8,0.11,0.42,1.1,0.042,51,132,0.99059,3.18,0.74,11.3,2.145262270496,1.24242803702187,-0.481791395225168,-1.58977539426945,-1.48180600625807,-0.41826186592694,-1.2482363778769,-0.931493545856711,0.51770953761822,0.674880679498276,-0.378726997971876,1.44782720140557,-0.75456259473056,0.256741938217616,-0.836712026584121,0.577001071501716,0.452548367517163,-0.399434155604032,-0.798496644398353,-1.18251282148623,7
6,0.19,0.37,9.7,0.032,17,50,0.9932,3.08,0.66,12,0.106949971374931,-0.786677497021314,-0.240366305666021,-0.49253665189341,-0.282523534404681,-0.663401407392666,0.302393762345516,-0.90950476305797,-1.60688400461607,0.052750230712892,0.916709550897992,2.28472707645684,0.234823662563783,1.45819687014546,-0.766987624220964,0.995187730840682,0.447356456750618,0.158221131795362,-1.4072994104849,-1.32742929177213,6
8,0.22,0.28,14,0.053,83,197,0.9981,3.14,0.45,9.8,0.00231039422457407,-1.75051319143995,2.18274528271604,1.64363270105505,0.509463114316838,-1.01784239961875,0.65240911775289,1.66702655403141,0.211734634962431,-1.73226390557692,0.0949286410338822,-0.0767216452771871,-1.35820214938069,-0.794474664332656,-1.65508614730008,-0.818422845764471,-0.713652582863268,-1.11778676386543,2.03185148096718,0.951657317369836,6
6.9,0.19,0.49,6.6,0.036,49,172,0.9932,3.2,0.27,11.5,-0.787858898500769,0.0940106163195804,0.155226322138327,-2.44943181492468,-0.83488101494774,-0.632979843701781,-0.811125347772899,1.89939338924929,1.08413870689693,0.114134370629958,0.759464717619604,1.07498058917559,-0.22196653835212,-0.200747445518653,-0.117145322335739,1.53352134694471,-0.125380701566249,-2.17691310061504,-1.72765281861706,0.217723455393279,6
7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4,-1.37504170101298,1.74399055940386,1.01779278952608,1.63518783642362,-2.19455840181448,0.109787323700972,-0.416547300864895,-0.463446628603262,0.517694223695253,0.910230330534223,0.984383079985163,1.54815843658261,-2.45352839104688,-0.932773882788133,0.608578580444575,-1.59212992100453,-0.207896644755659,-0.398491646196403,1.40812513353283,-0.258101963820408,5
7.6,0.16,0.41,1.9,0.047,27,151,0.9937,3.2,0.53,10.1,0.502792575646192,0.785058033767135,0.148198981390149,-0.16497887138023,-0.723104558746531,0.612487379449025,-0.217393732168435,0.817308578318227,-0.759340289681084,-0.340267092435062,-0.657418906932461,-0.828913877146252,0.250896504406949,0.582994662538668,0.487540012542437,-1.52169514448504,-0.600651660191854,-0.902574581068703,0.0131445277584787,0.0445030655184637,6
6.5,0.24,0.32,7.6,0.038,48,203,0.9958,3.45,0.54,9.7,-0.30487667153393,-0.54541586089352,-1.09035567400711,1.32107419083504,-0.517927744952434,0.356192276962913,0.149259579331412,0.354445699502155,0.59575203746743,-0.10874261470202,0.166231661081831,-0.725013406624078,1.38604465096666,-1.38906350336369,1.01446159376668,-1.16711339133683,-0.17292148575002,-1.19423021674083,1.34040710209829,-0.963365912430757,7
7.2,0.19,0.31,6.3,0.034,17,103,0.99305,3.15,0.52,11.4,-0.182328486394043,0.463423976241142,1.83325755326025,-2.56069176160821,-0.171459437673919,0.741194063284331,-1.36415237068598,-0.000886325587893706,0.217596741172264,0.402267517147396,-0.175156719010154,1.09304021996161,0.290205895053532,-1.24539380112355,0.494359029431721,1.02692389059447,0.46845734709134,-1.03507739277055,-0.162607427932736,0.219515357956542,7
6.5,0.22,0.29,7.4,0.028,16,87,0.99311,3.15,0.56,10.9,-0.516173429047277,1.22305372249219,1.82810896839857,0.0322538011499732,-2.8940684401307,-1.39438892122614,-0.90026102889956,-1.10179791966177,0.786094251681722,1.86597215345643,-1.36858503324723,1.76166702927466,0.716259947855284,0.181395606872597,-0.263172140170615,-0.90355713052566,0.980206862121219,1.6565178428079,1.27964246892284,-0.786502842903872,7
7,0.31,0.35,1.6,0.063,13,119,0.99184,3.22,0.5,10.7,1.51737193982251,-2.03784750256526,-1.68174319453961,0.994362046422565,-0.996331599193633,-0.301345426390602,-1.28814797964929,-0.623633634366089,-0.879250506485806,-1.1825934366762,0.872563746359026,0.0809630117957469,0.846684372024056,0.165685026632794,0.148943834782882,1.30992673358263,-0.555736071766969,1.96463243120908,-0.318349343014257,0.0652325716517741,5
7,0.36,0.35,2.5,0.048,67,161,0.99146,3.05,0.56,11.1,1.80514966580678,-0.466908363895342,-0.936440558016824,1.09924507393729,1.3937849937305,-0.758074497753715,-1.39189322167251,-0.72947385051303,-0.642973139408043,-0.610953539238911,-0.720284438162514,-0.400140372728153,-0.0573714068971835,0.217311506325051,-0.342722462886491,-1.73515461335515,1.38897714912658,1.20849669811382,0.227704869947522,0.514186499957565,6
6.6,0.24,0.35,7.7,0.031,36,135,0.9938,3.19,0.37,10.5,0.404432240437355,0.719056468404215,1.24823989727295,1.35441982880375,0.959392027734839,-0.589744587287518,0.496552727002638,-0.505257882642004,-0.742687005086255,-0.774868852002162,-1.05710707347012,-0.17937943100389,1.14634280252626,0.0200858090721203,0.651667828900993,0.816178224940177,1.43622006064022,-0.519678361056776,-0.172105382002156,0.156084274873787,5
6.9,0.28,0.22,10,0.052,36,131,0.99696,3.08,0.46,9.6,1.30392487749043,1.08581544742057,1.03669452661562,-0.18617142193179,0.260832685643285,-2.67799623437532,-0.437796880025448,-1.3526845485811,0.4973547001402,1.09920713995441,-2.31744682986939,-0.349637445980803,0.116683470107532,-0.966276873492713,-0.294234567530559,1.73428808258625,0.717362795430733,2.49522607113873,-1.1802477975005,-0.0283501061737642,5
8.3,0.23,0.43,3.2,0.035,14,101,0.9928,3.15,0.36,11.5,-0.149032555502498,-0.886847414148757,0.48208398839219,-1.23594020223235,-0.194691254295887,0.808553428609916,-0.0675441862461457,-0.940511434974813,1.693731781762,0.373045116591077,0.185282925568371,-1.21210647122298,0.464116470250739,-1.02900023115476,0.587287239852341,-0.884508122546091,0.142899396023328,2.17418964690338,-0.277604675222674,1.27818996854273,5
7.5,0.28,0.41,1.3,0.044,11,126,0.99293,3.28,0.45,10.3,-1.73323838567312,-1.33482876127725,-0.718856938242913,0.247451008890163,-1.29507437662553,-0.200564194276688,2.61493432446379,1.08103084552543,-1.28993634842288,1.25131002746668,0.189009015832204,0.815957269971874,-1.25179831469233,1.00532458943087,-0.186137507475668,-0.88973031756693,1.3425178665519,-0.793971922022391,0.596322641724902,1.54026195574501,5
6.2,0.33,0.14,4.8,0.052,27,128,0.99475,3.21,0.48,9.4,-1.21577394715573,-1.00663150847339,-1.23971032453406,-0.0177654518412161,0.701063503095094,-2.74814504490055,0.351961173806829,1.93216387382749,-1.13078121912243,0.106168010930317,-0.599882040899695,2.26338253366311,0.275549930751236,0.047449423218652,-0.311174308736781,0.728033505591712,-0.42252965172283,-1.7200440257088,-0.949858971299546,-0.15030648438649,5
6.4,0.32,0.27,4.9,0.034,18,122,0.9916,3.36,0.71,12.5,-0.176233276833802,0.155295877401653,0.181410699004204,0.227733657897384,0.553401847472455,-0.306512136196416,0.945196276420229,1.16175037909012,-1.05505065089101,0.152366556750686,0.148620288519756,0.511580717668469,-0.493476410256258,0.766889631614374,-0.695944864226683,-1.74605179585859,0.82938201266224,2.11742646362835,1.22054248028309,-0.0249217568876148,6
6.4,0.125,0.29,5.85,0.042,24,99,0.992,3.23,0.32,12,-1.03044422644834,0.569849853467231,0.543483796042855,0.577927410661274,-0.504905353347717,0.619037034219668,-2.51823611147861,-0.572058368175148,1.25134865462317,-0.0370393580254674,-0.652324087044183,-2.26271857651274,-0.651089277771924,0.107710307195159,-0.777918378368724,-1.76706450241883,-1.63999816834296,-1.759891335549,-0.180316539227317,-0.253366975724758,7
7,0.27,0.74,1.3,0.173,34,121,0.99334,3.04,0.46,9.2,-0.233736164303289,-2.71891409334372,0.0401272474740658,-1.41635975658291,-1.32476476482023,-0.429696211815668,-0.938460824056834,-0.663762720920431,-0.422073217353568,-0.372961681197592,0.998411096111823,-0.620772238303854,2.51133273024721,-1.190992974924,0.780571396628631,0.610974220246743,1.5362876320235,0.127747372089884,-0.299832101542812,-1.03293299415941,6
7.9,0.16,0.3,7.4,0.05,58,152,0.99612,3.12,0.37,9.5,0.253159887296941,-0.362177166459552,0.597467141889196,-0.610073111756842,-0.363346929311091,-2.1697564959332,0.861631381969751,-0.403593556066855,0.254672497080953,1.10631362046872,0.229918744173806,1.60881597290267,-1.2319098659225,0.179628222680546,-0.645997327074898,0.0783796472183955,-0.627406665512975,1.03154383982285,0.62776215121875,0.0842493824247272,6
7.3,0.155,0.49,1.3,0.039,34,136,0.9926,3.14,0.77,10.5,-2.9452391022548,-0.714273045142807,0.586846479195541,-0.167329768130594,0.752102526127422,-1.04497580639274,-0.592927677826445,-0.776396723845783,1.06716212281657,1.14275169894003,-0.402677047069169,0.771854357529201,-0.676873664830333,-1.55646122447556,-0.450619675876904,-0.606108154840377,-2.28151467116044,-1.18146556739339,0.28636515790559,-0.357368149617519,6
6.5,0.19,0.26,5.2,0.04,31,140,0.995,3.26,0.68,9.5,0.515232462718943,1.34945543696622,-0.461369577849698,1.36823638316574,0.213954333819259,0.288486543206727,0.993867994314736,-0.341150339714675,-0.57618864532602,-0.554632151520807,0.606118467613788,-0.309231088833245,0.829187486848862,0.443926767061223,0.741783852452395,-1.29893089762664,-0.316240554612953,-1.11526825548927,0.318740221908667,-1.74286532578491,6
6.8,0.32,0.34,1.2,0.044,14,67,0.9919,3.05,0.47,10.6,-2.29431364073701,-2.05864351502347,-1.03205999641889,0.778044166841931,0.132569332723052,0.894139998052173,0.830034061598605,0.336925289948436,-0.41577072921275,-1.28934671000256,0.239085348412174,0.162117426579457,0.722275363105123,-1.57412499371855,0.0142166713109862,2.27394920522214,0.615653018123093,0.0601669167344011,-2.44244313608386,0.658894680287804,4
7.7,0.275,0.3,1,0.039,19,75,0.992,3.01,0.56,10.7,1.81591156186129,1.32417082196179,-0.79034125968097,-1.64182438334363,-0.731326295878253,0.604427499562851,0.877788330685701,0.342311463394269,1.05092487407953,-0.333426361153604,1.29455413533253,0.223762894360325,-0.0277367818808911,0.811135588014191,-0.967786075175973,0.337219260126359,0.989493845750801,-0.801695712811453,0.692628965999077,-0.105183646986088,5
6.1,0.38,0.14,3.9,0.06,27,113,0.99344,3.07,0.34,9.2,0.917116853923952,-0.96637219873935,0.331518950300633,-0.95768640940514,-1.3021749738082,2.6120980563263,-1.04964488131025,-0.696916634161747,0.244059823125073,-0.455448640280958,-0.461659844981974,-0.438630624056912,1.7459987206532,-1.05706825669395,2.06229705334127,-1.4908720924845,-0.516019087190334,-1.29275578968328,-0.841453887363656,0.283466966093015,4
6.2,0.2,0.31,1,0.031,22,73,0.99035,3.24,0.52,11.3,0.530038210145418,1.13506995379188,0.62655952904447,-0.907787382068835,1.62640204520442,-0.119227379009223,1.67643188847906,0.782922660855163,-1.77891794454649,-0.451535674134372,-0.709840510810346,-0.966481376294567,-1.04806156409094,0.856615127158706,1.12064089634358,1.8746765594106,-0.812046913372068,-0.239300454125069,0.409859010418145,0.187992301184761,6
6.1,0.28,0.26,1.5,0.03,25,101,0.98894,3.03,0.41,12.1,-0.244249136556063,-0.354781442643856,-0.592977445467352,1.01941621146481,1.28759668274497,-1.30235181301841,-0.94502727372581,-1.41741609587958,1.89016203200207,0.103996827072454,-0.582665312368071,-1.10314518296723,-0.674508592602476,-0.443280277619296,0.738502894469188,-0.665968636501373,-0.271675019480914,-0.303686715030725,0.547599044907199,-1.20173599142535,6
6.4,0.35,0.21,2.1,0.051,46,171,0.9932,3.16,0.5,9.5,0.358630060546749,-1.00690312834035,-0.255083687850154,0.893738872853019,0.276810119358387,-0.750051942542872,0.145808502413301,-1.5705085657592,0.164737415318389,-0.0488675482474459,-0.418642115367442,-1.10768659818251,2.01913320251052,1.95106764835257,-0.570102661836639,-1.21517816116655,-0.198263702314767,-0.200167531674619,0.6434029212487,-0.151304800012196,5
7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9,-2.12478999512492,0.451590514699365,0.248666773465041,-2.0377477653489,-0.698569647810195,0.79015621704032,1.44262708451875,0.827583669772037,-0.433215873974616,0.17833089008939,0.0252263269895711,1.2927777983602,-0.0782330399105364,1.93962350294123,4.37953815747651,-1.66854671749417,0.718554738829556,0.078161968583087,-0.0738462152228025,1.54577412406676,7
